old_path	new_path	source	confidence
sources/sources/com/tsf/shell/f/f/a/a/a/b.java	sources/sources/com/tsf/shell/f/f/a/_a/a/DrawerWidgetLayoutStrategy.java	direct_diff	56
sources/sources/com/tsf/shell/f/f/a/a/b/b.java	sources/sources/com/tsf/shell/f/f/a/_a/b/DrawerBaseElement.java	direct_diff	72
sources/sources/com/tsf/shell/f/f/a/a/b/a.java	sources/sources/com/tsf/shell/f/f/a/_a/b/DrawerButtonElement.java	direct_diff	65
sources/sources/com/tsf/shell/f/f/a/a/b/c.java	sources/sources/com/tsf/shell/f/f/a/_a/b/DrawerProgressBar.java	direct_diff	66
sources/sources/com/tsf/shell/f/f/a/c/j.java	sources/sources/com/tsf/shell/f/f/a/_c/DrawerLabelConfig.java	direct_diff	51
sources/sources/com/tsf/shell/f/f/a/c/k.java	sources/sources/com/tsf/shell/f/f/a/_c/DrawerSettingsPage.java	direct_diff	51
sources/sources/com/tsf/shell/f/f/a/c/a.java	sources/sources/com/tsf/shell/f/f/a/_c/DrawerShortcutTouchHandler.java	direct_diff	37
sources/sources/com/tsf/shell/f/f/a/c/l.java	sources/sources/com/tsf/shell/f/f/a/_c/DrawerSpringPhysics.java	direct_diff	75
sources/sources/com/tsf/shell/f/f/a/b/a.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerBottleTransition.java	direct_diff	80
sources/sources/com/tsf/shell/f/f/a/b/b.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerCylinderTransition.java	direct_diff	77
sources/sources/com/tsf/shell/f/f/a/b/d.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerExtrusionTransition.java	direct_diff	80
sources/sources/com/tsf/shell/f/f/a/b/e.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerRandomTransition.java	direct_diff	77
sources/sources/com/tsf/shell/f/f/a/b/f.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerRotationYTransition.java	direct_diff	26
sources/sources/com/tsf/shell/f/f/a/b/g.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerRotationZTransition.java	direct_diff	32
